11
S   6   1.00
27032.3826310              0.21726302465E-03
4052.3871392              0.16838662199E-02
922.32722710             0.87395616265E-02
261.24070989             0.35239968808E-01
85.354641351            0.11153519115
31.035035245            0.25588953961
S   2   1.00
12.260860728            0.39768730901
4.9987076005           0.24627849430
S   1   1.00
1.1703108158           1.0000000
S   1   1.00
0.46474740994          1.0000000
S   1   1.00
0.18504536357          1.0000000
P   4   1.00
63.274954801            0.60685103418E-02
14.627049379            0.41912575824E-01
4.4501223456           0.16153841088
1.5275799647           0.35706951311
P   1   1.00
0.52935117943          1.0000000
P   1   1.00
0.17478421270          1.0000000
D   1   1.00
2.31400000             1.0000000
D   1   1.00           
0.64500000             1.0000000
F   1   1.00           
1.42800000             1.0000000

